Entity1,Entity2,Relation,Example
百度,李彦宏,company/person/chairman,百度董事长李彦宏8日晚间在亚布力论坛2017年会上被问及此事时回应称，O2O挂号技术含量并不高，但医疗市场是个非常有潜力的市场，能够改变医疗市场最重要的力量是人工智能
苏宁,张近东,company/person/chairman,在接受媒体采访时，苏宁控股集团董事长张近东表示，将在欧洲、南美等足球先进国家和地区，通过并购、合作、建立青训基地等多种方式，建立覆盖全球的最先进的青训网络
万达,王健林,company/person/chairman,　 　　不过，董明珠毅然决定自掏腰包独立投资珠海银隆，并邀请了万达集团董事长王健林等一众大咖助阵
顺丰,王卫,company/person/chairman,"　　顺丰控股(002352)27日晚间公告，公司于2017年2月27日收到公司实际控制人、董事长王卫先生向董事会提交的《关于 2016 年度利润分配预案的提议及承诺》，拟以2017年1月31日总股本4,183,678,213股为基数，向全体股东每10股派发现金股利人民币1元(含税)，共计418,367,821.3元"
顺丰,王卫,company/person/chairman,　　上着顺丰的黑色工装，下穿蓝色牛仔裤和运动鞋，戴着黑框眼镜进场的顺丰控股董事长王卫，似乎不是来深圳证券交易所敲钟的，反而像打算去一线跑快递的
一汽集团,徐平,company/person/chairman,1月16日，大众汽车集团管理董事会成员、大众汽车集团(中国)总裁兼CEO海兹曼在长春，与一汽集团董事长徐平、奥迪股份公司管理董事会主席施泰德共同签署《一汽、奥迪十年商业计划》时表示
广汽集团,吴松,company/person/chairman,事实上，在集团主要领导调整前，广汽集团今年年中就开启了一轮大范围的人事变动，如广汽集团执行董事、广汽乘用车董事总经理吴松升任广汽集团副总经理、广汽乘用车董事长，广汽本田执行副总经理郁俊调任任广汽乘用车担任总经理等
顺丰,王卫,company/person/chairman,　　24日，顺丰华丽上市，市值2200亿，顺丰快递董事长王卫跻身“福布斯中国富豪榜“”第四位
本田,水野泰秀,company/person/chairman,12月29日，在全新一代超跑NSX的上市发布会现场，本田技研工业株式会社执行董事兼本田中国本部长水野泰秀宣布：“Acura品牌在中国再度启航，下一步将强化品牌认知，并向中国推出更多国产车型
中兴,赵先明,company/person/chairman,正如中兴董事长兼CEO赵先明在接受GSMA专访时所阐述的，中兴通讯的5G战略主要包括三个方面： 首先是5G无线接入
唯品会,沈亚,company/person/chairman,? 唯品会董事长兼CEO沈亚先生表示：“我们很高兴在2016年取得了强劲的运营业绩，用户数量和市场份额都有稳健增长
大众,海兹曼,company/person/chairman,1月16日，大众汽车集团管理董事会成员、大众汽车集团(中国)总裁兼CEO海兹曼在长春，与一汽集团董事长徐平、奥迪股份公司管理董事会主席施泰德共同签署《一汽、奥迪十年商业计划》时表示
挖财,李治国,company/person/chairman,挖财董事长兼CEO李治国向西湖区领导介绍了挖财5年发展的历程和现阶段的业务发展状况
完美世界,王雨蕴,company/person/chairman,对于此次与英国阿伯泰大学的合作，完美世界教育董事长王雨蕴表示，很高兴与阿伯泰大学达成战略合作共识
百度,李彦宏,company/person/chairman,　　而就在裁撤医疗事业部消息传出前，百度公司董事长兼首席执行官李彦宏做了题为《迎接新时代》的新春内部讲话，“要淘汰没有市场竞争力的产品
人人公司,陈一丹,company/person/chairman,2016年12月22日，人人公司公告，董事长陈一舟、董事刘健与日本软银方面，拟购买人人公司旗下公司SpinCo任何未在拟拆分中分配的股份，SpinCo扣除债务后的估值为5亿美元
阿里巴巴,马云,company/person/chairman,在多次奔波之后，李嘉诚是否找到了真正适合投资的地方呢？ 笔者认为，曾经作为亚洲首富，如今却退到了亚洲第三，排在了阿里巴巴集团董事长马云和万达集团股份有限公司董事长王健林之后
一汽大众,张丕杰,company/person/chairman,一汽-大众汽车有限公司董事、总经理张丕杰回顾了2016年，一汽-大众在大众、奥迪双品牌的驱动下，终端销量超过了190万辆， 同比增长12.7%，其中，国产车型销售超过185万辆，同比增长13.5%
华为,孙亚芳,company/person/chairman,当初任正非宣布孙亚芳任董事长时说：他认为孙亚芳的最大功绩是建立了华为的市场营销体系
顺丰,王卫,company/person/chairman,顺丰董事长兼总经理王卫身价则超过1640亿元，距离登上中国富豪榜三甲仅剩一步之遥
本田,水野泰秀,company/person/chairman,在与本田高层的沟通过程中，本田执行董事兼中国本部长水野泰秀表示，将以“电动化与IT化新技术”、“Acura（讴歌）”为关键词，推进新技术、新产品与品牌战略
阿里巴巴,彭蕾,company/person/chairman,榜单显示，格力电器董事长董明珠夺得榜首，华为董事长孙亚芳与阿里巴巴集团彭蕾分列二、三位
格力电器,董明珠,company/person/chairman,其中，格力电器董事长董明珠位居榜首，华为董事长孙亚芳与阿里巴巴集团的彭蕾分列二三位
顺丰,王卫,company/person/chairman,（市盈率以2016年业绩预告为基准估算） 　　福布斯富豪榜或面临洗牌 　　根据顺丰控股过去五个交易日平均股价计算，顺丰控股市值约为2000亿元，顺丰控股董事长王卫身价也已超过1200亿元
楚楚街,吕晋杰,company/person/chairman,楚楚街创始人兼董事长吕晋杰受邀出席
拉勾网,许单单,company/person/chairman,拉勾网创始人兼董事长许单单接受《每日经济新闻》记者采访时透露，做金融领域，其实早在去年拉勾网B轮融资时候就确认了
华为,孙亚芳,company/person/chairman,榜单显示，格力电器董事长董明珠夺得榜首，华为董事长孙亚芳与阿里巴巴集团彭蕾分列二、三位
Exor SpA,李在镕,company/person/chairman,李在镕从2012年起就一直在菲亚特克莱斯勒的控股股东Exor SpA公司担任董事
本田,三部敏宏,company/person/chairman,本田技研工业株式会社执行董事、本田技术研究所专务执行董事三部敏宏前几日在一个论坛上表示，到2030年为止，本田在汽车产品体系中，插电式混合动力车的销量将达到整体的三分之二
顺丰,王卫,company/person/chairman,　　Bianews报道顺丰控股24日在深交所举行重组更名暨上市仪式，顺丰速运创始人、顺丰控股董事长王卫携一线快递员代表深圳客服中心的客服代表和顺丰航空的员工参与敲钟
百度,李彦宏,company/person/chairman,▼ 精彩预告 在 2017 亚布力论坛上，还有更多企业家的精彩演讲，敬请关注 李彦宏：百度创始人、董事长兼首席执行官 冯仑：万通控股董事长 老友记：万通六君子再聚首 雷军：小米科技创始人、董事长兼首席执行官 …… 封面图片｜《机械公敌》 编辑｜ludanty ??主编｜寿佳茵 总编｜喻潇潇 ? ?顾问｜王淑琪 －商务联系－ 阿牛｜13311153963 微信｜?niuniu-fengmaniu
奥迪,施泰德,company/person/chairman,奥迪并未公布董事长魯伯特·施泰德（Rupert Stadler）的薪金，根据预计奥迪董事会成员2014年的年薪约为350万欧元
奥迪,冯德睿,company/person/chairman,在2016年11月21日的佛山会议上，奥迪公司管理董事会市场和销售董事冯德睿就说，上汽已经连续5年向奥迪提出合作的要求
360,周鸿祎,company/person/chairman,360董事长周鸿祎日前在做客央视节目时表示，中国互联网创业过热带来两个非常不好的结果，一是觉得拿钱很容易
伊利,潘刚,company/person/chairman,为了提高产品品质，伊利股份在董事长潘刚品质思维的引领之下坚持从品牌、产品、人才三方面着手，提升企业品质根基
奥迪,施泰德,company/person/chairman,而就在前一天（1月16日），海兹曼在长春，与奥迪公司董事会主席施泰德，一起见证了《一汽、奥迪十年商业计划》的签署仪式，一汽和奥迪双方，将在21项核心领域开展深度合作
新东方,俞敏洪,company/person/chairman,新东方创始人、新东方教育科技集团董事长――俞敏洪给师生们上了“开学第一课”
万达,王健林,company/person/chairman,在2016年万达年会上，董事长王健林表示万达服务业收入、净利润大于地产收入，2016年服务业收入占比55%，历史上首次超过地产，以此论证万达已成功转型服务业，不是一家单纯的地产公司
奥迪,冯德睿,company/person/chairman,据奥迪公司负责全球销售和市场的董事冯德睿2016年11月21日介绍，为了能够与奥迪合作，上汽大众做了5年的努力
一汽大众,张丕杰,company/person/chairman,正如一汽-大众汽车有限公司董事、总经理张丕杰所说，“今天在全新奥迪A4L身上，我们突破豪华B级车和C级车之间的界限，为消费者带来了一款高科技、高品质的豪华B级车
小米,雷军,company/person/chairman,并且小米董事长雷军岁首年月表现，2017年小米的目的是力图营收破1000亿元，并环抱黑科技、新批发、海内化、人工智能和互联网金融等五大战略发力
滴滴出行,程维,company/person/chairman,滴滴出行董事长兼CEO程维表示，中国邮政在品牌以及全国市场的网点覆盖与服务优势，是共享出行行业进一步拓展、落地的宝贵资源。
长春通立汽车服务有限责任公司,宋立恭,company/person/chairman,经过现场选举，长春通立汽车服务有限责任公司董事长宋立恭当选奥迪经销商联会会长
顺丰,王卫,company/person/chairman,? 　　据公开信息显示，有顺丰内部员工爆料，敲钟开始前，顺丰控股(002352)公司董事长和实际控制人王卫对40万快递员讲话称：感谢你们的辛勤付出，顺丰今天上市了，我个人给所有在职员工今天发现金红包!入职一年内的，每人1888元
